timestep,clearance,violation,near_miss,shield_used,shield_reason,eps,inflate,ctx_id,crashed,speed,calib_resid,adj_risk,adj_unsafe,adj_s_env,adj_s_agent,adj_eps_override,budget_bt,budget_rem,budget_filtered,budget_risk
176,12.03448486328125,0,0,1,fallback,27.6540584564209,27.1540584564209,19,0,25.0,27.346645927429197,0.0,0,0.0,0.0,,,,0,
177,27.759262084960938,0,0,1,fallback,27.767868041992188,27.267868041992188,19,0,25.0,13.324777221679685,0.0,0,0.0,0.0,,,,0,
178,9.274505615234375,0,0,1,fallback,27.752111434936523,27.252111434936523,19,0,25.0,24.961387252807615,0.0,0,0.0,0.0,,,,0,
179,21.95687484741211,0,0,1,fallback,27.736356735229492,27.236356735229492,19,0,25.0,10.282369232177732,0.0,0,0.0,0.0,,,,0,
180,10.887020111083984,0,0,1,fallback,27.72060203552246,27.22060203552246,19,0,25.0,25.86257801055908,0.0,0,0.0,0.0,,,,0,
181,24.863662719726562,0,0,1,fallback,27.704845428466797,27.204845428466797,19,0,25.0,11.576642608642576,0.0,0,0.0,0.0,,,,0,
182,11.883121490478516,0,0,1,fallback,27.689090728759766,27.189090728759766,26,0,25.0,27.16351852416992,0.0,0,0.0,0.0,,,,0,
183,27.38941192626953,0,0,1,fallback,27.686532974243164,27.186532974243164,26,0,25.0,13.106290435791013,0.0,0,0.0,0.0,,,,0,
184,8.408802032470703,0,0,1,fallback,27.683977127075195,27.183977127075195,26,0,25.0,24.529690361022947,0.0,0,0.0,0.0,,,,0,
185,17.97366714477539,0,0,1,fallback,27.681419372558594,27.181419372558594,26,0,25.0,7.164865112304685,0.0,0,0.0,0.0,,,,0,
